theta_deg,volume_m3,pressure_pa,temperature_k,mass_kg,m_dot_kg_s,qdot_comb_w,qdot_loss_w,intake_area_m2,exhaust_area_m2
0.0,5.258496991767655e-05,100000.0,300.0,6.107429723307381e-05,0.12500606527480992,0.0,0.0,0.0014123874011297251,0.001084215034396642
0.5,5.2597340564256244e-05,107650.1257341425,305.64864031574325,6.454668793515187e-05,-0.15242937795893308,0.0,0.0,0.0014111175806756542,0.0010851826188900398
1.0,5.263445096764091e-05,97957.00324068891,297.8626730680778,6.031253854740372e-05,0.24740559652370148,0.0,0.0,0.0014098384030833211,0.0010861430075239694
1.5,5.2696296519006063e-05,112968.61284915921,308.7338249675728,6.718491622861765e-05,-0.38631379765351304,0.0,0.0,0.001408549876834969,0.0010870961939300815
2.0,5.2782869537766406e-05,88408.79669361562,288.01296270281745,5.645397740490895e-05,0.42248268608671274,0.0,0.0,0.0014072520104748314,0.0010880421717877843
2.5,5.289415927275859e-05,113953.97403462257,307.99034773989814,6.818960757398431e-05,-0.41333623993301816,0.0,0.0,0.001405944812609076,0.0010889809348242885
3.0,5.303015190389859e-05,87732.42012928218,285.86198565184037,5.670804535362269e-05,0.4303189774114258,0.0,0.0,0.0014046282919057487,0.0010899124768146435
3.5,5.3190830544311396e-05,113502.66515642009,306.37166323736625,6.866135028171786e-05,-0.40209484229901316,0.0,0.0,0.001403302457094714,0.001090836791581783
4.0,5.3376175242934454e-05,88140.26922263035,285.1229256055163,5.7492049106745266e-05,0.4253450061932406,0.0,0.0,0.0014019673169676,0.0010917538729965646
4.5,5.358616298759536e-05,113309.57212045806,305.25239768251083,6.930718816766861e-05,-0.3971696810481451,0.0,0.0,0.0014006228803777362,0.0010926637149778094
5.0,5.3820767708561595e-05,88408.17662967746,284.49877509050924,5.827469702744236e-05,0.4219426204005958,0.0,0.0,0.0013992691562400997,0.0010935663114923443
5.5,5.407996028256501e-05,113034.53699174208,304.29624293024585,6.999532537190335e-05,-0.3896477243830654,0.0,0.0,0.0013979061535312515,0.001094461656555041
