theta_deg,volume_m3,pressure_pa,temperature_k,mass_kg,m_dot_kg_s,qdot_comb_w,qdot_loss_w,intake_area_m2,exhaust_area_m2
0.0,5.258496991767655e-05,100000.0,300.0,6.107429723307381e-05,0.1500072783297719,0.0,0.0,0.0002036233487652008,0.0013010580412759704
0.5,5.2597340564256244e-05,109184.85478669967,306.7062141095863,6.524116607556748e-05,0.009323773237215942,0.0,0.0,0.00021373629288855286,0.001302219142668048
1.0,5.263445096764091e-05,109612.90999797365,306.90753321766977,6.550015977660126e-05,-0.007104149390309882,0.0,0.0,0.00022383926780369332,0.0013033716090287632
1.5,5.2696296519006063e-05,108959.04328711316,306.35821290479714,6.53028222935371e-05,0.01229356626275252,0.0,0.0,0.00023393180228199197,0.0013045154327160973
2.0,5.2782869537766406e-05,109428.65935170659,306.58089618278814,6.564431024528023e-05,-0.0034557984538873127,0.0,0.0,0.00024401342558178754,0.0013056506061453414
2.5,5.289415927275859e-05,108860.54518437716,306.0798847639546,6.554831584378335e-05,0.01159689180992008,0.0,0.0,0.000254083667470344,0.0013067771217891461
3.0,5.303015190389859e-05,109147.13384425464,306.1700241574985,6.587045172739225e-05,0.0021786592439652086,0.0,0.0,0.00026414205824578366,0.0013078949721775722
3.5,5.3190830544311396e-05,108788.12556798384,305.8066344953776,6.593097003972461e-05,0.01019959327456487,0.0,0.0,0.00027418812875899476,0.0013090041498981396
4.0,5.3376175242934454e-05,108851.39454965896,305.7368670391647,6.621429207512919e-05,0.006992681399564063,0.0,0.0,0.00028422141043551443,0.0013101046475958774
4.5,5.358616298759536e-05,108651.85079966669,305.4808599739206,6.640853322511709e-05,0.01033432287121211,0.0,0.0,0.0002942414352973838,0.0013111964579733712
5.0,5.3820767708561595e-05,108588.73922341436,305.3202526860827,6.669559774931742e-05,0.010249811365494299,0.0,0.0,0.00030424773598497593,0.0013122795737908132
5.5,5.407996028256501e-05,108454.5705467878,305.1090869988044,6.698031473169226e-05,0.011782614047546852,0.0,0.0,0.00031423984577879423,0.001313353987866049
6.0,5.4363708537300284e-05,108347.65041028231,304.91761182427496,6.730760956634634e-05,0.012625845744897113,0.0,0.0,0.00032421729862124195,0.001314419693074625
6.5,5.467197725639597e-05,108226.91047094544,304.717142485708,6.76583275037046e-05,0.013725345007237336,0.0,0.0,0.00033417962913836016,0.0013154766823498373
7.0,5.500472818486013e-05,108108.20176927464,304.51949459166,6.803958708723896e-05,0.014732421064746828,0.0,0.0,0.00034412637266153373,0.001316524948682776
7.5,5.536192003500168e-05,107986.47989761765,304.3215164373652,6.844882100570416e-05,0.01576169086383391,0.0,0.0,0.000354057065249165,0.0013175644851223746
8.0,5.5743508492822086e-05,107863.53352088614,304.1249200781308,6.888664575192176e-05,0.016779587892314173,0.0,0.0,0.0003639712437083129,0.001318595284775454
8.5,5.614944622488472e-05,107739.1552388229,303.92994312930585,6.935274541559715e-05,0.017794792140711085,0.0,0.0,0.00037386844561629784,0.0013196173408067686
9.0,5.657968288565699e-05,107613.64479678823,303.737150763373,6.984704519728358e-05,0.01880533671147404,0.0,0.0,0.0003837482093422699,0.0013206306464390524
9.5,5.703416512532759e-05,107487.18044695049,303.5469811315835,7.036941566149119e-05,0.01981162470294936,0.0,0.0,0.0003936100740687408,0.0013216351949530626
10.0,5.7512836598097704e-05,107359.95717434399,303.35984577845795,7.091973856990645e-05,0.02081360709025413,0.0,0.0,0.0004034535798130773,0.0013226309796876264
10.5,5.801563797094676e-05,107232.15978068908,303.1761106667303,7.149789432241351e-05,0.021811313983901334,0.0,0.0,0.00041327826744895604,0.0013236179940396818
11.0,5.85425069328751e-05,107103.96703929675,302.9961001918771,7.210376415529966e-05,0.022804766277725944,0.0,0.0,0.00042308367872777856,0.0013245962314643253
11.5,5.909337820461753e-05,106975.55086722592,302.82009787941774,7.273722988523649e-05,0.023793986318544694,0.0,0.0,0.0004328693563000452,0.0013255656854748515
12.0,5.966818354883625e-05,106847.0762287142,302.6483478882425,7.33981739496405e-05,0.024778995307234222,0.0,0.0,0.00044263484373668676,0.0013265263496427993
12.5,6.0266851780785535e-05,106718.70099709368,302.48105670351214,7.408647937484145e-05,0.025759812369055404,0.0,0.0,0.0004523796855503536,0.0013274782175979924
